month,ua_browser_version,ua_browser,ua_form_factor,ua_os_version,ua_os,page_path,page_resource_id,page_type,page_url,location_city,location_region,location_country,referrer_host,referrer_name,referrer_path,referrer_source,referrer_terms,referrer_url,total_sessions,total_carts,total_checkouts,total_orders_placed,total_conversion,avg_duration,total_bounce_rate,total_pageviews,total_visitors
2021-11,345,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3I2KxGz5dsN_i88EWzx7KMhO0ItNoj6NHLeBr94tcjEJ8ErQZBSy7h6lk,Orlando,Florida,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,326,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0k6BwTzWth8SOkBQHHy1GTmn0qxm_XDbljtdtnVR81OXnQIFibOrmS8gU,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2rAjrK18jq_dHLR90H--e2y7PESmBqLfWAUTWCqqUyyIw4kAoVtrmd1nw,Port Washington,New York,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,95,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2EHoDWY-x8jOnqZuXQxS-6jG_N6h7BHASpGKce1QKacr2IVQ450hSVYmA,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0nJ9oXOrl01NEhXWJ9FyHUBuU2OgaN2guzA1xvzBFU0iGHLIBvHPI3nmM,Olmsted Falls,Ohio,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,96,Chrome,Desktop,,Linux,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR16bGqoRVAtg41tQBK8EFwamG4CWryeonpDWNPItGqYRIeoeLmL06xbUE0,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,7,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1Vo9GyOUSU6qjOoxeRwQ0FzNUCDxZ5LiVfFG9aRwKnUSOWlhKi81qfiVg,Moorcroft,Wyoming,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,337,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1mVGWoookPNL3mdvxeHnM5_4zVlvUV3tTSBXDB6vPKF-Uisn0kssuv2mg,Chicago,Illinois,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1akAWxnD6oLlLomwVz1znei_b0tDDkU0b5iJhuoNAfuhU-bmhKXwmUshw,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,13,Mobile Safari,Mobile,13,iOS,,,Homepage,https://thebeardroller.com/,,North Carolina,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR00-fRW1myjFyQ_6Rmae9AAU_um3bMQ7wiLrxO1mfndMKIhNC3OE49qbOY,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,330,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3_YkhEp1W4LRRIgPVq_CrrYWfykZFjMRAh8vxTsWs9APo-BzmiDKUhvlA,Federal Way,Washington,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2EDH78cwken2Ds6H2oxqd6dBNstYRt4VaEqDf-vOlcqYV8S16z86gxcr0,Lexington,South Carolina,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2I_5WkOQkYoYNvOt6d7C7FOu3StxUAgsfAK4AAqQ7PkBVZNbqRRG2ClkE,Philadelphia,Pennsylvania,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0lbfOFRu2huJNn4dIate0dBlKD-yEmH8UuKGHL7xFMGe6n8x1NrE7EQt0,,,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,330,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR219-VOuLOvYnFw2gR2QN2UXl11p_a0bnY9YG9ZhYo5WmoGLzG1Ik2Mknw,South Elgin,Illinois,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2LNENlYqh-ep-95kV_fzSB-6FI6ZeLh987k47HbBgAuGSrY6tBthUkYao,Arlington,Virginia,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,13,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Oshawa,Ontario,Canada,r.search.yahoo.com,Yahoo!,/_ylt=AwrEePQK.qBhHwkANiQXFwx.;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1637968523/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=SCY.Jz7crsf8toqq5H3yzd_6KOA-,Search,,r.search.yahoo.com/_ylt=AwrEePQK.qBhHwkANiQXFwx.;_ylu=Y29sbwNiZjEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1637968523/RO=10/RU=https%3a%2f%2fthebeardroller.com%2f/RK=2/RS=SCY.Jz7crsf8toqq5H3yzd_6KOA-,1,1,0,0,0,53s,0,5,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1AFUTrtSusOIi6l8iKEUzrn5ep57SsEySBNhGeuDlvADvd7zplxytTXIc,Virginia Beach,Virginia,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1atRFiSYbUfewtbnQv9YiTYfn8VDvJRXRTuE_btNX0qKSc1MyiVvSnAJg,,,Ireland,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1x-1a63rPXHPN10McYbkXg67CgkV78TIFeIGUfi7jXNu0tB4QKzwLdKzo,,Virginia,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,15,Samsung Internet,Mobile,10,Android,,,Homepage,https://thebeardroller.com/?fbclid=IwAR2Jo3bMr96Qte3ibiqivBouTv2EtjMX7O5vGX4X0R8HuhYkSi3yHuNwqMc,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,12,Mobile Safari,Mobile,12,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2xNhQ8bYJMzwfaLiWmUw1Vh3R7fwmvvbkc8Sx7dFECUU5DqIWWi34xdLs,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3EvM5gLaRFBkW0b93qZa8riMbIfjR3JSTQeSfMCQnEPEQMromrDEAIk20,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,299,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3RVukCsUmbx-Ll9ShAp4mjAMqccL6CiM6HHmwb6VenKwacFqImvo1IP5g,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,327,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3yyiAjD03dZ1Pgu_d2qdbKxUfReSUVW0w_dB0X_AFLqImGI30SAwShs1k,Cincinnati,Ohio,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,321,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0l5EOyM9mbbAelCYkT1kek00mTulsqL9shDqINLBCjuv2pcEGsoehj-lk,Houston,Texas,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR395JlR9oWqrRaRuZ_FMF9qdvKe6kybtoplPevDDClutFBI70tfAXF0xis,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,Other,Other,Other,Other,Other,,,Homepage,https://thebeardroller.com/,Peoria,Arizona,United States,,,,Direct,,,2,0,0,0,0,10s,0.5,3,1
2021-11,96,Chrome Mobile,Mobile,10,Android,/apps/help-center,,App Generated,https://thebeardroller.com/apps/help-center,Rocky Ford,Colorado,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,77,Firefox Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,Thoissey,Auvergne-Rhone-Alpes,France,www.qwant.com,,,Unknown,,www.qwant.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Kettering,England,United Kingdom,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,3s,0,2,1
2021-11,324,Facebook,Mobile,9,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2b8t_9zkyhHVkFZYdSb6HNUL1SQ1X1vqlPwhcqi-CK-8UOGLzIRNfOfS8,,Virginia,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,78,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Zhengzhou,Henan,China,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,334,Facebook,Mobile,10,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2_OmX2rvY0OoGdsxSZ7WFq0IDkZ3N-YOvWVdhMkfkDHqX5DwRpOtHrews,Spartanburg,South Carolina,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Al `Abdalli,Amman Governorate,Hashemite Kingdom of Jordan,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Chrome,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Concord,North Carolina,United States,www.bing.com,Bing,,Search,,www.bing.com,1,0,0,0,0,0s,1,1,1
2021-11,15,Samsung Internet,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Budapest,Budapest,Hungary,thebeardroller.com,,,Direct,,thebeardroller.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Chrome,Desktop,,Linux,/pages/privacy-policy,27111686222,Custom Page,https://thebeardroller.com/pages/privacy-policy,,,United States,,,,Direct,,,2,0,0,0,0,0s,1,2,2
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Los Angeles,California,United States,www.google.com,Google,,Search,,www.google.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Chrome,Desktop,,Linux,/pages/about-us,27111751758,Custom Page,https://thebeardroller.com/pages/about-us,Ashburn,Virginia,United States,,,,Direct,,,23,0,0,0,0,0s,1,23,23
2021-11,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3q__YqIhMVrju89SmE9O9fgDLrhZk1GgfQvCkRTfW97OqnscmDi04YTNA,,Iowa,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Chrome,Desktop,,Linux,/pages/terms-of-service,27111587918,Custom Page,https://thebeardroller.com/pages/terms-of-service,,,United States,,,,Direct,,,3,0,0,0,0,0s,1,3,3
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Dublin,Leinster,Ireland,www.google.ie,Google,,Search,,www.google.ie,1,0,0,0,0,20s,0,3,1
2021-11,94,Chrome,Desktop,,Linux,/pages/contact-us,27111784526,Custom Page,https://thebeardroller.com/pages/contact-us,Ashburn,Virginia,United States,,,,Direct,,,24,0,0,0,0,0s,1,24,24
2021-11,14,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Abilene,Texas,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Chrome,Desktop,,Linux,,,Homepage,https://thebeardroller.com/,Ashburn,Virginia,United States,,,,Direct,,,4,0,0,0,0,0s,1,4,4
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,North Carolina,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,94,Firefox Mobile,Mobile,11,Android,,,Homepage,https://thebeardroller.com/,Kampala,Central Region,Uganda,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,88,Chrome,Desktop,10,Windows,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1A-TvhoqiF5V7hk2Qh3P2Ybrca4K0LJq750_JFPORiwCqBssY5wBYZhUU,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Firefox Mobile,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Las Cruces,New Mexico,United States,thebeardroller.com,,/products/the-beard-roller,Direct,,thebeardroller.com/products/the-beard-roller,1,0,0,0,0,42s,0,3,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,,,United States,www.bing.com,Bing,/search,Search,beard roller,www.bing.com/search?q=beard%20roller&qs=n&form=QBRE&pc=APPL&sp=-1&pq=beard%20roller&sc=5-12&sk=&cvid=973154927408460DA4A2753CA02AAB46,1,0,0,0,0,0s,1,1,1
2021-11,94,Firefox,Desktop,10,Windows,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Phoenix,Arizona,United States,thebeardroller.com,,,Direct,,thebeardroller.com,1,0,0,0,0,0s,1,1,1
2021-11,15,Safari,Desktop,10,Mac OS X,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1INtcTdnuNVGZ9yea7Zt0uSF_e4OB1cATZZGOqdAZEYC8KzO0ku4qruFs,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Firefox,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Horsens,Central Jutland,Denmark,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Harderwijk,Gelderland,Netherlands,r.search.yahoo.com,Yahoo!,,Search,,r.search.yahoo.com,1,0,0,0,0,0s,1,1,1
2021-11,94,Firefox,Desktop,10,Windows,,,Homepage,https://thebeardroller.com/,Phoenix,Arizona,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,88,Chrome Mobile,Mobile,11,Android,,,Homepage,https://thebeardroller.com/,,,Netherlands,www.ecosia.org,Ecosia,,Search,,www.ecosia.org,1,0,0,0,0,38s,0,5,1
2021-11,94,Chrome Mobile WebView,Mobile,12,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller,Manchester,New Hampshire,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Dallas,Texas,United States,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,86,Chrome Mobile WebView,Mobile,8,Android,,,Homepage,https://thebeardroller.com/,Folsom,California,United States,,,,Direct,,,1,0,0,0,0,58s,0,3,1
2021-11,96,Chrome Mobile WebView,Mobile,11,Android,,,Homepage,https://thebeardroller.com/,Stoney Creek,Ontario,Canada,duckduckgo.com,DuckDuckGo,,Search,,duckduckgo.com,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0FbDM_2LGk_HissARIEgr83_Wqmk4PS67rymZbq0e5EH57g4ly3cy5WeA_aem_AVVsbRSVOWYQrY-5i8xp9e4_2Nq04ysqd5n8lAgVfaHMcIqZQP6OqGPziLFuJ5Dma1Pczw_wpUejjFLac5KZ5VFWviiwJ_Pt4j_tncbgKqSG2ArLxvj5YxrDM8unrZcnooM,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Springboro,Ohio,United States,bing.com,Bing,,Search,,bing.com,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1qp3xWfAJTF-mMi2bYJDQr17huyW8cc559JztrNsLNrYw45D129scDisM_aem_Abb_AVKgKPADtCB84fOtZQUrB0lAWN6ZJa1ZuWTzUsN-qjqFlFxUkfK2AmsOnbklFyHeLYwts1qYvdTfWsggglXLWLB0i0oZpX9AShiM-ETXEH9ybk13iVqjfD_TTRYJ1z0,Pittsburgh,Pennsylvania,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,88,Chrome Mobile,Mobile,10,Android,,,Homepage,https://thebeardroller.com/,London,England,United Kingdom,www.ecosia.org,Ecosia,,Search,,www.ecosia.org,1,0,0,0,0,52s,0,3,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2sX5VCErXb1wJQsYe4Lm5m43ziexFFGb62GNDzrbsEqR3xSrc9dEptl_U_aem_AZGIOynaSonh-MFRP_QaGCMN7xKarRLcEVNzusSTlfVF6Cj4QR84NqJm7lgKN1aK2PHmBBOZGTUSKp_r6R0Ph7Bv7JIGHeeSfk0MmejA9cNnEOgcAf75EUIsADSKndkBb4I,Massillon,Ohio,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,27s,0,2,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/,Modesto,California,United States,,,,Direct,,,2,0,1,1,0.5,0s,1,2,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3FBUoPHCfoX7FNLC2uPcSsyfZCMSLxzrnFqqS4CfOW6zZmxjcJ7UCg7-k_aem_AeZhN4r1jTySr7GmhouTjEWKzedyAaZhoaMYeYMELzG33LL7CvCm6FzKlMVyPcbYQ0TwpaSV0zM5opM25bFv4WHjXECLMbA-lNpwuaXtMJFMcQzOC5G9WaxPRD6THOTYw7U,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,15,Safari,Desktop,10,Mac OS X,,,Homepage,https://thebeardroller.com/,Flagstaff,Arizona,United States,www.ecosia.org,Ecosia,,Search,,www.ecosia.org,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR23CE0kG3JErIhxPzyxlF1HpcpDm-I2edEL0ki8hAuoOSbS4LrYxkUvCAo_aem_AYMSvvUOikG8b2RJgu9BARYnpUe4bFxpBRSVogh-p70oHAdRHzT61c5nK4zPnYHXVbTN09cd0WBeklYSZw1F9GCnZbrDhcHWjqBPyBm3ninlw-Zc_YmwVAO2ZZCGPOjhOhk,,,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?user_id=21825712&utm_source=shop_app,Montreal,Quebec,Canada,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2m6w2U3VkvcO7EpM5AJrVhnIt68JhqCenyjg-dVUDWGFvQANHWhEVcUeQ_aem_AZpnixIN0aDUblB7yqgQOFtmtvkr6hSbP-mYR-nUkq-Q5pwzUxjcNwcaunNTdOhbqrJ_lRX0UsnllQAtpw9RcwpLYq-CUoJjFRhg5tOqQ3YO3rzoeT7qkN_GquwlR7x03II,Charlotte,North Carolina,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,329,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3N3_RU-D9N_QXT-I8S4-pRpbVGYHqgPia9RkX4NE_NIddxPtupy-dNGY0,Birmingham,Alabama,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2xWJQoaOUbJEhJ3Sj-s9AB600KhmogRtjbv8s5L6us_JxNawkGqBqxrPM_aem_AYXXfGFF26ejsYTmf73twoiH-WSPNEub7q8JieYTfoUtqwz4LNvGpluTmV-KFtZki5ltPWUIti17pmYM9_nN365HmJLT6M47Phy7E7zc6dxkNJi3EH6luHT2MwdWFGHzCak,Wasilla,Alaska,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,,,Homepage,https://thebeardroller.com/?fbclid=IwAR3TcTOGxSBKoF_h16Um44dQgsiGMDc11T-Fi_B7BlHnqbKjY-y0wWJ-ZCw,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,92,HeadlessChrome,Desktop,,Linux,,,Homepage,https://s63dqrvfp2a8llv5w6tal8sprsbkvk8-9854287950.shopifypreview.com/?cb=965024add9a00ef763ac2d8e81d13a876036a6f3bb1a9d523d606a8da7f28683,Council Bluffs,Iowa,United States,,,,Direct,,,1,0,0,0,0,0s,1,1,1
2021-11,14,Mobile Safari,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR0OGSjYWYcqIkYVs961jhrDLfOk-bRYye5S_-FQbKfSy79yzsUu5CKBPcI,,,United States,www.facebook.com,Facebook,,Social,,www.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR1FFu1aziUY6Ni6xRDQpYkj74q4xwd7AMhfSN__VcF9vqJUV77s5gIKx-I_aem_AYFjf2EhsiyK0SE-vxiscQ5fxIibdNlFV4RI4kF3gUWgxS6E9734ZNS7udz6WYeR_fNTDQY-RRNJl7yCfdZ_jKR0mZlXSNdOwR0uwPmkFYILkVHsRwarNK5gPS8kxcxFuBc,Rockport,Texas,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,345,Facebook,Mobile,11,Android,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR35Zlrom6BN6w7u0wdu7IQZNvl5UjcypgK5ubSjpU71bvfOVHXWDRL1brQ,Oakland,California,United States,l.facebook.com,Facebook,,Social,,l.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR2nuAeH3IjZ65R_4VWEDoUEJZS82Yeg6Z2E2iCUFinjg_DzFB8fQYBqxkw_aem_AeZorRZd4b85v-mHSrlbqEr67ccq6TkzYjmuD7Vm24dVyBKbzlkRQ3G4fOJZKo5dbXG07rvBkH0rjLClU_Xn5UvZgNvsFUUL7Wsa-2I3ZyzqotF9tKnazuoPdCxDjxYx_Vs,Palmerton,Pennsylvania,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
2021-11,89,Chrome,Desktop,11,Mac OS X,/collections/all,,Collection,https://thebeardroller.com/collections/all?_fd=0,,,,,,,Direct,,,12,0,0,0,0,0s,1,12,12
2021-11,,Facebook,Mobile,14,iOS,/products/the-beard-roller,2439492730958,Product,https://thebeardroller.com/products/the-beard-roller?fbclid=IwAR3XM51jNUbocbe8YZUo7JVYPRLqSZ7-SO3cAax_I4cQRlM0apSYIWIHJrk_aem_AfHrgEBK0qSnwg6ez-0H9wfsYfGXOmKdvBOQI5RlQR-L7fQeb5t_TIhAq5qbq8VWTgzY0FKAS-U40i9TXilQTB5HJWzuQBmImjNUJp-_kNB9Lh_GEHjwoxjXuflPMoeZn0c,Alexandria,Virginia,United States,m.facebook.com,Facebook,,Social,,m.facebook.com,1,0,0,0,0,0s,1,1,1
